"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Perceptually Averaging in a Continuous Visual World" "PS" 1 2010 2009-05-04 0 7 0 0 0 0
"Performance-approach goals deplete working memory and impair cognitive perf...  EBSCOhost" "JEPG" 0 2013 2012-03-07 0 11 1 0 9.09 0
"Performance costs when emotion tunes inappropriate cognitive abilities  Imp...  EBSCOhost" "JEPG" 0 2012 2011-08-17 0 12 1 0 8.33 0
"Persistent complex subliminal activation effects  First experimental observ...  EBSCOhost" "JPSP" 0 2003 2001-12-21 0 5 0 0 0 0
"Personal Memories for Remote Historical Events  Accuracy and Clarity of Fla...  EBSCOhost" "JEPG" 0 2005 2004-03-28 0 12 2 0 16.67 0
"Personal relative deprivation, delay discounting, and gambling  EBSCOhost" "JPSP" 0 2011 2010-11-30 0 8 0 0 0 0
"Personalities of politicians and voters  Unique and synergistic relationshi...  EBSCOhost" "JPSP" 0 2003 2002-07-08 0 8 0 0 0 0
"Personality and affective forecasting  Trait introverts underpredict the he...  EBSCOhost" "JPSP" 0 2013 2012-09-11 0 25 0 0 0 0
"Personality and obesity across the adult life span  EBSCOhost" "JPSP" 0 2011 2010-03-12 0 4 0 0 0 0
"Personality and the predisposition to engage in risky or problem behaviors ...  EBSCOhost" "JPSP" 0 2003 2002-01-02 0 2 0 0 0 0
"Personality as manifest in word use  Correlations with self-report, acquain...  EBSCOhost" "JPSP" 0 2008 2006-11-07 0 2 0 0 0 0
"Personality development from adolescence to emerging adulthood  Linking tra...  EBSCOhost" "JPSP" 0 2013 2011-12-12 0 2 0 0 0 0
"Personality development in emerging adulthood  Integrating evidence from se...  EBSCOhost" "JPSP" 0 2006 2005-09-12 0 14 0 0 0 0
"Personality Neglect" "PS" 1 2010 2010-03-13 0 4 0 0 0 0
"Personality Prior to Disability Determines Adaptation" "PS" 1 2011 2011-01-17 0 1 0 0 0 0
"Personality retesting for managing intentional distortion  EBSCOhost" "JPSP" 0 2012 2010-02-11 0 9 1 1 11.11 11.11
"Personality types in childhood  Relations to latent trajectory classes of p...  EBSCOhost" "JPSP" 0 2013 2012-03-28 0 2 0 0 0 0
"Personality, Family History, and Competence in Early Adult Romantic Relatio...  EBSCOhost" "JPSP" 0 2005 2003-04-29 0 12 1 1 8.33 8.33
"Personalized Persuasion" "PS" 1 2012 2011-10-03 0 5 2 1 40 20
"Persons, situations, and behaviors  Consistency and variability of differen...  EBSCOhost" "JPSP" 0 2012 2012-02-24 0 14 1 1 7.14 7.14
"Perspective-takers behave more stereotypically  EBSCOhost" "JPSP" 0 2008 2005-09-27 0 30 3 0 10 0
"Perspective taking and automatic intergroup evaluation change  Testing an a...  EBSCOhost" "JPSP" 0 2013 2012-06-21 0 24 1 0 4.17 0
"Perspective taking as a means to overcome motivational barriers in negotiat...  EBSCOhost" "JPSP" 0 2011 2010-02-09 0 43 3 1 6.98 2.33
"Perspective Taking as Egocentric Anchoring and Adjustment  EBSCOhost" "JPSP" 0 2004 2004-01-08 0 31 1 0 3.23 0
"Perspective taking combats automatic expressions of racial bias  EBSCOhost" "JPSP" 0 2011 2009-09-01 0 27 2 1 7.41 3.7
"Phonological Influences on Lexical (Mis)Selection" "PS" 1 2003 2002-01-17 0 1 0 0 0 0
"Phonological universals constrain the processing of nonspeech stimuli  EBSCOhost" "JEPG" 0 2010 2009-10-23 0 98 3 0 3.06 0
"Phonology Contributes to Writing" "PS" 1 2011 2010-10-12 0 14 3 0 21.43 0
"Physical and Biological Constraints Govern Perceived Animacy of Scrambled Human Forms" "PS" 1 2013 2012-04-26 0 6 1 0 16.67 0
"Physical Characteristics of the Menstrual Cycle and Premenstrual Depressive Symptoms" "PS" 1 2009 2008-06-22 0 6 1 0 16.67 0
"Physical Contact and Financial Risk Taking" "PS" 1 2010 2009-07-02 0 22 1 0 4.55 0
"Physical Order Produces Healthy Choices, Generosity, and Conventionality, Whereas Disorder Produces Creativity" "PS" 1 2013 2012-12-14 0 9 0 0 0 0
"Physically Developed and Exploratory Young Infants Contribute to Their Own Long-Term Academic Achievement" "PS" 1 2013 2012-06-12 0 12 0 0 0 0
"Picture Yourself at the Polls" "PS" 1 2007 2006-05-17 0 3 0 0 0 0
"Places and faces  Geographic environment influences the ingroup memory adva...  EBSCOhost" "JPSP" 0 2010 2009-01-08 0 47 3 2 6.38 4.26
"Placing the face in context  Cultural differences in the perception of faci...  EBSCOhost" "JPSP" 0 2008 2005-04-02 0 54 9 3 16.67 5.56
"Planning to Reach for an Object Changes How the Reacher Perceives It" "PS" 1 2007 2006-08-09 0 1 1 0 100 0
"Playing “Duck Duck Goose” With Neurons" "PS" 1 2013 2012-04-24 0 7 1 0 14.29 0
"Policewomen Acting in Self-Defense  Can Psychological Disengagement Protect...  EBSCOhost" "JPSP" 0 2005 2004-03-23 0 8 2 0 25 0
"Politeness and psychological distance  A construal level perspective  EBSCOhost" "JPSP" 0 2010 2008-11-28 0 15 1 1 6.67 6.67
"Political Extremism Is Supported by an Illusion of Understanding" "PS" 1 2013 2012-06-11 0 18 2 1 11.11 5.56
"Political orientation and modern versus aversive racism  Tests of Dovidio a...  EBSCOhost" "JPSP" 0 2003 2001-11-12 0 53 18 2 33.96 3.77
"Political polarization projection  Social projection of partisan attitude e...  EBSCOhost" "JPSP" 0 2012 2011-10-11 0 41 2 0 4.88 0
"Polling the face  Prediction and consensus across cultures  EBSCOhost" "JPSP" 0 2010 2009-01-12 0 95 26 2 27.37 2.11
"Pop-Out Without Awareness" "PS" 1 2011 2010-07-30 0 15 1 0 6.67 0
"Popular Consensus" "PS" 1 2011 2010-09-07 0 4 2 1 50 25
"Portrait of the self-enhancer  Well adjusted and well liked or maladjusted ...  EBSCOhost" "JPSP" 0 2003 2001-10-09 0 29 14 10 48.28 34.48
"Positive affect and the experience of meaning in life  EBSCOhost" "JPSP" 0 2006 2004-09-23 0 17 5 3 29.41 17.65
"Positive Affect as Implicit Motivator  On the Nonconscious Operation of Beh...  EBSCOhost" "JPSP" 0 2005 2004-05-10 0 29 4 2 13.79 6.9
"Positive affect, intuition, and feelings of meaning  EBSCOhost" "JPSP" 0 2010 2009-03-18 0 4 0 0 0 0
"Positive and negative opinion modeling  The influence of another's similari...  EBSCOhost" "JPSP" 0 2006 2004-09-05 0 22 2 2 9.09 9.09
"Positive Expectations in the Early Years of Marriage  Should Couples Expect...  EBSCOhost" "JPSP" 0 2004 2003-05-13 0 1 0 0 0 0
"Positive Self-Statements" "PS" 1 2009 2008-09-30 0 33 5 0 15.15 0
"Positive transfer and negative transfer antilearning of problem-solving ski...  EBSCOhost" "JEPG" 0 2008 2006-10-03 0 35 2 0 5.71 0
"Positively biased appraisals in everyday life  When do they benefit mental ...  EBSCOhost" "JPSP" 0 2011 2010-07-30 0 11 0 0 0 0
"Possible selves and academic outcomes  How and when possible selves impel a...  EBSCOhost" "JPSP" 0 2006 2004-12-22 0 4 0 0 0 0
"Postdecisional Counterfactual Thinking by Actors and Readers" "PS" 1 2007 2006-04-21 0 8 3 0 37.5 0
"Postidentification Feedback Affects Real Eyewitnesses" "PS" 1 2007 2006-01-09 0 1 1 0 100 0
"Postural Effects of the Horizon on Land and at Sea" "PS" 1 2011 2010-06-03 0 12 5 1 41.67 8.33
"Potential negative effects of perspective-taking efforts in the context of ...  EBSCOhost" "JPSP" 0 2013 2012-03-14 0 13 0 0 0 0
"Poverty, Problem Behavior, and Promise" "PS" 1 2013 2012-02-14 0 2 0 0 0 0
"Power and affordances  When the situation has more power over powerful than...  EBSCOhost" "JPSP" 0 2008 2007-04-17 0 53 2 0 3.77 0
"Power and Choice" "PS" 1 2011 2010-09-02 0 19 1 0 5.26 0
"Power and Reduced Temporal Discounting" "PS" 1 2013 2012-03-06 0 7 3 0 42.86 0
"Power and the Creation of Patronizing Environments  The Stereotype-Based Be...  EBSCOhost" "JPSP" 0 2005 2004-02-16 0 27 1 0 3.7 0
"Power and the objectification of social targets  EBSCOhost" "JPSP" 0 2008 2006-04-11 0 30 6 0 20 0
"Power Changes How the Brain Responds to Others  EBSCOhost" "JEPG" 0 2013 2012-10-29 0 25 11 3 44 12
"Power in Stereotypically Masculine Domains  A Social Influence Strategy X S...  EBSCOhost" "JPSP" 0 2003 2002-09-01 0 45 2 1 4.44 2.22
"Power Increases Hypocrisy" "PS" 1 2010 2009-06-15 0 13 1 0 7.69 0
"Power moves  Complementarity in dominant and submissive nonverbal behavior  EBSCOhost" "JPSP" 0 2003 2001-12-07 0 16 0 0 0 0
"Power Posing" "PS" 1 2010 2010-01-20 0 12 0 0 0 0
"Power reduces the press of the situation  Implications for creativity, conf...  EBSCOhost" "JPSP" 0 2008 2006-08-25 0 22 1 0 4.55 0
"Power, Distress, and Compassion" "PS" 1 2008 2008-02-29 0 7 1 0 14.29 0
"Powerful Postures Versus Powerful Roles" "PS" 1 2011 2010-06-07 0 24 1 0 4.17 0
"Precarious manhood  EBSCOhost" "JPSP" 0 2008 2007-08-02 0 41 1 0 2.44 0
"Predicting actual behavior from the explicit and implicit self-concept of p...  EBSCOhost" "JPSP" 0 2009 2008-07-30 0 4 0 0 0 0
"Predicting affective choice  EBSCOhost" "JEPG" 0 2013 2012-03-02 0 2 0 0 0 0
"Predicting Cognitive Control From Preschool to Late Adolescence and Young Adulthood" "PS" 1 2006 2005-05-10 0 16 8 1 50 6.25
"Predicting Fluctuations in Widespread Interest  Memory Decay and Goal-Relat...  EBSCOhost" "JEPG" 0 2012 2012-04-03 0 25 3 0 12 0
"Predicting One's Own Forgetting  The Role of Experience-Based and Theory-Ba...  EBSCOhost" "JEPG" 0 2004 2004-04-20 0 19 2 1 10.53 5.26
"Predicting persons' versus a person's goodness  Behavioral forecasts diverg...  EBSCOhost" "JPSP" 0 2013 2011-11-19 0 33 2 0 6.06 0
"Predicting premeditation  Future behavior is seen as more intentional than ...  EBSCOhost" "JEPG" 0 2012 2011-05-10 0 15 0 0 0 0
"Predicting reasoning from memory  EBSCOhost" "JEPG" 0 2011 2009-12-02 0 74 6 0 8.11 0
"Predicting relationship and life satisfaction from personality in nationall...  EBSCOhost" "JPSP" 0 2010 2009-01-08 0 4 0 0 0 0
"Predicting Soccer Matches After Unconscious and Conscious Thought as a Function of Expertise" "PS" 1 2009 2008-11-04 0 6 1 1 16.67 16.67
"Predicting the future as Bayesian inference  People combine prior knowledge...  EBSCOhost" "JEPG" 0 2011 2010-04-15 0 1 0 0 0 0
"Predicting the near and distant future  EBSCOhost" "JEPG" 0 2006 2004-09-22 0 10 1 0 10 0
"Predicting unpredictability  Do measures of interpersonal rigidity flexibil...  EBSCOhost" "JPSP" 0 2009 2008-01-02 0 18 2 0 11.11 0
"Predicting word reading and comprehension with executive function and speed...  EBSCOhost" "JEPG" 0 2012 2011-08-02 0 10 2 0 20 0
"Predictive and Reactive Mechanisms in Smile Reciprocity" "PS" 1 2013 2012-02-12 0 13 3 0 23.08 0
"Predictors of change in postmerger identification during a merger process  ...  EBSCOhost" "JPSP" 0 2008 2007-01-05 0 31 15 1 48.39 3.23
"Preexisting Knowledge Versus On-Line Learning" "PS" 1 2005 2004-02-06 0 7 0 0 0 0
"Preference-consistent evaluation of information in the hidden profile parad...  EBSCOhost" "JPSP" 0 2003 2001-12-28 0 141 2 1 1.42 0.71
"Preference for Human Body Odors Is Influenced by Gender and Sexual Orientation" "PS" 1 2005 NA NA 4 0 0 0 0
"Preference Invites Categorization" "PS" 1 2008 2008-04-10 0 3 0 0 0 0
"Preference Is Biased by Crowded Facial Expressions" "PS" 1 2011 2010-06-13 0 5 0 0 0 0
"Preferences Versus Strategies as Explanations for Culture-Specific Behavior" "PS" 1 2008 2007-08-20 0 10 1 0 10 0
"Prefrontal cognitive ability, intelligence, Big Five personality, and the p...  EBSCOhost" "JPSP" 0 2007 2003-05-27 0 8 0 0 0 0
"Prejudice and Stereotype Maintenance Processes  Attention, Attribution, and...  EBSCOhost" "JPSP" 0 2005 2003-07-17 0 37 6 0 16.22 0
"Prejudice at the nexus of race and gender  An outgroup male target hypothes...  EBSCOhost" "JPSP" 0 2010 2009-01-13 0 24 1 0 4.17 0
"Prejudice From Thin Air" "PS" 1 2004 NA NA 13 1 0 7.69 0
"Prelinguistic Infants, but Not Chimpanzees, Communicate About Absent Entities" "PS" 1 2009 2008-04-18 0 1 0 0 0 0
"Prepared for Anything " "PS" 1 2011 2010-06-25 0 7 0 0 0 0
"Preschoolers' Perspective Taking in Word Learning" "PS" 1 2008 2007-05-30 0 2 0 0 0 0
"Preschoolers' Responses to Social Comparisons Involving Relative Failure" "PS" 1 2008 2008-01-08 0 4 1 0 25 0
"Preschoolers Expect Pointers (Even Ignorant Ones) to Be Knowledgeable" "PS" 1 2012 2011-06-07 0 2 0 0 0 0
"Prescient Human Fetuses Thrive" "PS" 1 2012 2010-11-16 0 9 3 0 33.33 0
"Preserved Implicit Knowledge of a Forgotten Childhood Language" "PS" 1 2009 2008-11-26 0 1 0 0 0 0
"Preserving Integrity in the Face of Performance Threat" "PS" 1 2012 2011-12-22 0 10 2 1 20 10
"Pressure and Perverse Flights to Familiarity" "PS" 1 2011 2010-07-08 0 10 0 0 0 0
"Presumed fair  Ironic effects of organizational diversity structures  EBSCOhost" "JPSP" 0 2013 2011-11-14 0 24 0 0 0 0
"Preventing motor skill failure through hemisphere-specific priming  Cases f...  EBSCOhost" "JEPG" 0 2013 2012-03-07 0 45 3 0 6.67 0
"Prevention and correction in post-error performance  An ounce of prevention...  EBSCOhost" "JEPG" 0 2013 2012-01-08 0 2 1 0 50 0
"Preverbal Infants’ Sensitivity to Synaesthetic Cross-Modality Correspondences" "PS" 1 2010 2009-03-06 0 2 0 0 0 0
"Pride" "PS" 1 2009 2008-03-19 0 9 0 0 0 0
"Pride and perseverance  The motivational role of pride  EBSCOhost" "JPSP" 0 2008 2007-06-14 0 8 2 0 25 0
"Pride displays communicate self-interest and support for meritocracy  EBSCOhost" "JPSP" 0 2013 2012-07-14 0 31 2 0 6.45 0
"Primed interference  The cognitive and behavioral costs of an incongruity b...  EBSCOhost" "JPSP" 0 2012 2011-03-28 0 35 1 0 2.86 0
"Priming a New Identity  Self-Monitoring Moderates the Effects of Nonself Pr...  EBSCOhost" "JPSP" 0 2005 2004-02-19 0 15 1 0 6.67 0
"Priming and authorship ascription  When nonconscious goals turn into consci...  EBSCOhost" "JPSP" 0 2009 2008-05-12 0 19 2 0 10.53 0
"Priming Competence Diminishes the Link Between Cognitive Test Anxiety and Test Performance" "PS" 1 2010 2008-11-21 0 4 0 0 0 0
"Priming Race in Biracial Observers Affects Visual Search for Black and White Faces" "PS" 1 2006 2005-02-14 0 14 6 0 42.86 0
"Priming Trait Inferences Through Pictures and Moving Pictures  The Impact o...  EBSCOhost" "JPSP" 0 2005 2002-06-10 0 18 2 2 11.11 11.11
"Priming us and them  Automatic assimilation and contrast in group attitudes  EBSCOhost" "JPSP" 0 2007 2006-03-31 0 10 0 0 0 0
"Prioritizing association strength versus value  The influence of self-regul...  EBSCOhost" "JPSP" 0 2012 2010-05-12 0 10 1 0 10 0
"Proactive Motor Control Reduces Monetary Risk Taking in Gambling" "PS" 1 2012 2011-09-01 0 7 0 0 0 0
"Probabilistic retroactive interference  The role of accessibility bias in i...  EBSCOhost" "JEPG" 0 2007 2005-11-08 0 46 1 0 2.17 0
"Procedural justice and the hedonic principle  How approach versus avoidance...  EBSCOhost" "JPSP" 0 2006 2005-06-30 0 20 0 0 0 0
"Procedural justice as autonomy regulation  EBSCOhost" "JPSP" 0 2009 2008-04-22 0 22 0 0 0 0
"Process components of the Implicit Association Test  A diffusion-model anal...  EBSCOhost" "JPSP" 0 2007 2005-12-20 0 20 2 0 10 0
"Processing of Invisible Stimuli  Advantage of Upright Faces and Recognizable Words in Overcoming Interocular Suppression" "PS" 1 2007 2006-04-14 0 5 0 0 0 0
"Processing of unattended emotional visual scenes  EBSCOhost" "JEPG" 0 2007 2006-01-30 0 72 6 0 8.33 0
"Processing Speed Mediates the Development of General Intelligence (g) in Adolescence" "PS" 1 2011 2009-08-30 0 1 0 0 0 0
"Product assortment and individual decision processes  EBSCOhost" "JPSP" 0 2003 2002-03-11 0 30 1 0 3.33 0
"Professional Physical Scientists Display Tenacious Teleological Tendencies ...  EBSCOhost" "JEPG" 0 2012 2012-02-12 0 13 1 0 7.69 0
"Progressive Taxation and the Subjective Well-Being of Nations" "PS" 1 2012 2011-02-18 0 35 1 0 2.86 0
"Projection of responsiveness to needs and the construction of satisfying co...  EBSCOhost" "JPSP" 0 2007 2006-02-15 0 8 0 0 0 0
"Promoting cooperation and trust in 'noisy' situations  The power of generos...  EBSCOhost" "JPSP" 0 2009 2007-09-07 0 83 2 0 2.41 0
"Promoting De-Escalation of Commitment" "PS" 1 2011 2010-04-14 0 12 1 0 8.33 0
"Propagation of innovations in networked groups  EBSCOhost" "JEPG" 0 2008 2008-01-11 0 24 1 0 4.17 0
"Prorelationship maintenance behaviors  The joint roles of attachment and co...  EBSCOhost" "JPSP" 0 2009 2008-08-09 0 13 1 0 7.69 0
"Proscriptive versus prescriptive morality  Two faces of moral regulation  EBSCOhost" "JPSP" 0 2009 2008-02-29 0 23 0 0 0 0
"Prosocial Emotions and Helping  The Moderating Role of Group Membership  EBSCOhost" "JPSP" 0 2005 2003-07-10 0 86 15 0 17.44 0
"Prosocial spending and well-being  Cross-cultural evidence for a psychologi...  EBSCOhost" "JPSP" 0 2013 2012-06-18 0 25 3 0 12 0
"Prosociality  The contribution of traits, values, and self-efficacy beliefs  EBSCOhost" "JPSP" 0 2012 2010-11-10 0 39 9 1 23.08 2.56
"Prospect relativity  How choice options influence decision under risk  EBSCOhost" "JEPG" 0 2003 2002-02-06 0 30 4 0 13.33 0
"Prospective relations between rejection and depression in young adolescents  EBSCOhost" "JPSP" 0 2003 2000-06-20 0 11 2 0 18.18 0
"Prototype abstraction by monkeys (Macaca mulatta)  EBSCOhost" "JEPG" 0 2008 2007-05-08 0 14 0 0 0 0
"Pseudocontingencies  EBSCOhost" "JPSP" 0 2004 2003-01-10 0 21 1 0 4.76 0
"Pseudocontingencies in a simulated classroom  EBSCOhost" "JPSP" 0 2007 2005-03-30 0 13 1 0 7.69 0
"Psychological connectedness and intertemporal choice  EBSCOhost" "JEPG" 0 2010 2009-01-11 0 11 1 0 9.09 0
"Psychological Defense in Anticipation of Anxiety" "PS" 1 2003 2002-09-10 0 7 0 0 0 0
"Psychological distance can improve decision making under information overlo...  EBSCOhost" "JEPG" 0 2013 2012-04-15 0 23 3 2 13.04 8.7
"Psychological Foundations of Xenophilia  The Role of Major Personality Trai...  EBSCOhost" "JPSP" 0 2013 2012-05-24 0 56 4 0 7.14 0
"Psychological Models of Professional Decision Making" "PS" 1 2003 NA NA 2 0 0 0 0
"Psychological resilience, positive emotions, and successful adaptation to s...  EBSCOhost" "JPSP" 0 2006 2004-06-15 0 20 0 0 0 0
"Psychopathic Traits and Preattentive Threat Processing in Children" "PS" 1 2011 2011-01-05 0 1 0 0 0 0
"Psychopaths Are Impaired in Social Exchange and Precautionary Reasoning" "PS" 1 2010 2009-11-25 0 12 1 0 8.33 0
"Psychophysiological Responding During Script-Driven Imagery in People Reporting Abduction by Space Aliens" "PS" 1 2004 NA NA 6 4 3 66.67 50
"Publishing Trends of Psychology Faculty During Their Pretenure Years" "PS" 1 2007 2006-01-10 0 5 0 0 0 0
"Pursuing goals for us  Relationally autonomous reasons in long-term goal pu...  EBSCOhost" "JPSP" 0 2006 2003-01-28 0 11 0 0 0 0
"Pursuing goals with others  Group identification and motivation resulting f...  EBSCOhost" "JEPG" 0 2011 2010-06-24 0 55 8 5 14.55 9.09
"Pushing and Coasting in Dynamic Goal Pursuit" "PS" 1 2010 2009-08-17 0 14 3 0 21.43 0
"Put Your Money Where Your Mouth Is! Explaining Collective Action Tendencies...  EBSCOhost" "JPSP" 0 2004 2003-10-09 0 43 14 0 32.56 0
"Putting All Your Eggs in One Basket" "PS" 1 2013 2012-03-05 0 12 1 0 8.33 0
"Putting the brakes on aggression toward a romantic partner  The inhibitory ...  EBSCOhost" "JPSP" 0 2012 2011-01-07 0 38 5 0 13.16 0
"Putting the Partner Within Reach  A Dyadic Perspective on Felt Security in ...  EBSCOhost" "JPSP" 0 2005 2003-08-27 0 22 3 0 13.64 0
"Qualitative Differences Between Conscious and Nonconscious Processing  On I...  EBSCOhost" "JEPG" 0 2004 2003-03-03 0 64 5 0 7.81 0
"Quality of Professional Players’ Poker Hands Is Perceived Accurately From Arm Motions" "PS" 1 2013 2012-11-01 0 8 1 0 12.5 0
"Quantifying Accuracy Improvement in Sets of Pooled Judgments" "PS" 1 2013 2011-11-04 0 7 1 0 14.29 0
"Race and gender on the brain  Electrocortical measures of attention to the ...  EBSCOhost" "JPSP" 0 2003 2002-05-24 0 41 1 0 2.44 0
"Race Bias Tracks Conception Risk Across the Menstrual Cycle" "PS" 1 2009 2008-06-22 0 5 0 0 0 0
"Race is gendered  How covarying phenotypes and stereotypes bias sex categor...  EBSCOhost" "JPSP" 0 2012 2010-09-20 0 54 12 1 22.22 1.85
"Racial Discrimination by Low-Prejudiced Whites" "PS" 1 2004 2003-10-22 0 5 2 0 40 0
"Racing to help  Racial bias in high emergency helping situations  EBSCOhost" "JPSP" 0 2008 2007-11-01 0 39 4 0 10.26 0
"Rally effects, threat, and attitude change  An integrative approach to unde...  EBSCOhost" "JPSP" 0 2010 2007-09-18 0 20 7 2 35 10
"Randomness, Attributions of Arousal, and Belief in God" "PS" 1 2010 2009-05-07 0 5 0 0 0 0
"Rapid Assimilation of External Objects Into the Body Schema" "PS" 1 2010 2009-06-11 0 3 1 0 33.33 0
"Rapid Automatized Naming (RAN) Taps a Mechanism That Places Constraints on the Development of Early Reading Fluency" "PS" 1 2009 2008-11-02 0 2 0 0 0 0
"Rapid Development of Feature Binding in Visual Short-Term Memory" "PS" 1 2006 2005-07-11 0 5 1 0 20 0
"Rapid Resumption of Interrupted Visual Search" "PS" 1 2005 NA NA 5 1 0 20 0
"Rapid Word Learning Under Uncertainty via Cross-Situational Statistics" "PS" 1 2007 2006-04-27 0 3 0 0 0 0
"Rare Targets Are Rarely Missed in Correctable Search" "PS" 1 2007 2007-01-08 0 4 0 0 0 0
"Rate of acquisition, adult age, and basic cognitive abilities predict forge...  EBSCOhost" "JEPG" 0 2006 2005-07-06 0 8 0 0 0 0
"Ratio Abstraction by 6-Month-Old Infants" "PS" 1 2007 2006-06-12 0 3 0 0 0 0
"Reaching Out With the Imagination" "PS" 1 2009 2008-07-23 0 4 0 0 0 0
"Reactance Versus Rationalization" "PS" 1 2012 2011-06-07 0 19 1 0 5.26 0
"Reactions to Counterstereotypic Behavior  The Role of Backlash in Cultural ...  EBSCOhost" "JPSP" 0 2004 2003-09-30 0 32 2 0 6.25 0
"Reactions to decisions with uncertain consequences  Reliance on perceived f...  EBSCOhost" "JPSP" 0 2009 2007-12-30 0 12 0 0 0 0
"Reactions to ethnic deviance  The role of backlash in racial stereotype mai...  EBSCOhost" "JPSP" 0 2010 2008-12-06 0 45 4 1 8.89 2.22
"Reactive approach motivation (RAM) for religion  EBSCOhost" "JPSP" 0 2010 2009-08-28 0 34 1 0 2.94 0
"Read-Out of Emotional Information From Iconic Memory" "PS" 1 2011 2010-08-11 0 14 0 0 0 0
"Read My Lips" "PS" 1 2004 2002-12-03 0 12 0 0 0 0
"Reading Between the Lies" "PS" 1 2008 2007-07-12 0 18 0 0 0 0
"Reading Disappearing Text" "PS" 1 2003 2002-08-26 0 10 1 0 10 0
"Reading impairments in schizophrenia relate to individual differences in ph...  EBSCOhost" "JEPG" 0 2013 2011-12-15 0 2 0 0 0 0
"Reading Is Fundamentally Similar Across Disparate Writing Systems  A System...  EBSCOhost" "JEPG" 0 2013 2012-10-26 0 5 0 0 0 0
"Reading People’s Minds From Emotion Expressions in Interdependent Decision ...  EBSCOhost" "JPSP" 0 2013 2013-02-09 0 19 0 0 0 0
"Reading the Look of Love" "PS" 1 2010 2009-10-08 0 5 0 0 0 0
"Real-world objects are not represented as bound units  Independent forgetti...  EBSCOhost" "JEPG" 0 2013 2011-09-28 0 17 4 0 23.53 0
"Reality at Odds With Perceptions" "PS" 1 2011 2011-03-31 0 7 0 0 0 0
"Reality Bites—or Does It " "PS" 1 2009 2008-09-12 0 5 3 0 60 0
"Realpolitik versus fair process  Moderating effects of group identification...  EBSCOhost" "JPSP" 0 2007 2004-06-28 0 37 2 1 5.41 2.7
"Reasoning About Emotional and Neutral Materials" "PS" 1 2004 2003-08-18 0 16 2 0 12.5 0
"Reasoning From Unfamiliar Premises" "PS" 1 2005 2004-06-14 0 10 4 0 40 0
"Recalling a Witnessed Event Increases Eyewitness Suggestibility" "PS" 1 2009 2007-10-07 0 2 0 0 0 0
"Receiving support as a mixed blessing  Evidence for dual effects of support...  EBSCOhost" "JPSP" 0 2008 2006-03-03 0 13 0 0 0 0
"Receptive Fields for Flexible Face Categorizations" "PS" 1 2004 2003-08-08 0 2 0 0 0 0
"Reciprocity Is Not Give and Take" "PS" 1 2008 2008-02-20 0 1 0 0 0 0
"Recognition by Humans and Pigeons of Novel Views of 3-D Objects and Their P...  EBSCOhost" "JEPG" 0 2005 2003-08-13 0 2 0 0 0 0
"Recognition confidence under violated and confirmed memory expectations  EBSCOhost" "JEPG" 0 2012 2011-05-27 0 11 0 0 0 0
"Recognition Memory Impairments Caused by False Recognition of Novel Objects  EBSCOhost" "JEPG" 0 2013 2012-12-31 0 45 23 3 51.11 6.67
"Recognizing Intentions in Infant-Directed Speech" "PS" 1 2007 2006-08-07 0 18 0 0 0 0
"Recollection, Fluency, and the Explicit Implicit Distinction in Artificial ...  EBSCOhost" "JEPG" 0 2003 2002-02-21 0 15 4 0 26.67 0
"Recommendations Implicit in Policy Defaults" "PS" 1 2006 2004-12-09 0 8 0 0 0 0
"Reconstructive Memory Related to Adolescent-Parent Conflict Interactions  T...  EBSCOhost" "JPSP" 0 2003 2001-08-06 0 12 0 0 0 0
"Reconstruing Intolerance" "PS" 1 2012 2011-09-24 0 1 0 0 0 0
"Recovering From Conflict in Romantic Relationships" "PS" 1 2011 2010-06-10 0 8 0 0 0 0
"Red Diffuse Light Suppresses the Accelerated Perception of Fear" "PS" 1 2010 2009-10-08 0 8 1 0 12.5 0
"Red, rank, and romance in women viewing men  EBSCOhost" "JEPG" 0 2010 2009-10-09 0 24 0 0 0 0
"Reduced Sensitivity to Visual Looming Inflates the Risk Posed by Speeding Vehicles When Children Try to Cross the Road" "PS" 1 2011 2010-09-17 0 4 0 0 0 0
"Reduced specificity of autobiographical memory and depression  The role of ...  EBSCOhost" "JEPG" 0 2007 2005-08-05 0 34 10 5 29.41 14.71
"Reduced Temporal Fusion in Near-Hand Space" "PS" 1 2013 2012-04-27 0 5 0 0 0 0
"Reducing explicit and implicit outgroup prejudice via direct and extended c...  EBSCOhost" "JPSP" 0 2007 2006-04-28 0 17 3 0 17.65 0
"Reducing Health-Information Avoidance Through Contemplation" "PS" 1 2013 2012-09-03 0 12 0 0 0 0
"Reducing Information Avoidance Through Affirmation" "PS" 1 2012 2011-07-07 0 7 1 0 14.29 0
"Reducing intergroup prejudice and conflict using the media  A field experim...  EBSCOhost" "JPSP" 0 2009 2007-06-20 0 3 3 1 100 33.33
"Reducing the Burden of Stereotype Threat Eliminates Age Differences in Memory Distortion" "PS" 1 2011 2011-04-22 0 7 0 0 0 0
"Reducing the Influence of Extrapersonal Associations on the Implicit Associ...  EBSCOhost" "JPSP" 0 2004 2003-03-06 0 14 0 0 0 0
"Reduction of interindividual-intergroup discontinuity  The role of leader a...  EBSCOhost" "JPSP" 0 2007 2005-04-15 0 88 1 0 1.14 0
