"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"jsep_2008_44_03_barlett_the-effect-of" "JESP" 1 2008 2006-07-15 0 23 0 0 0 0
"jsep_2008_44_03_bartz_relationship-specific-attachment" "JESP" 1 2008 2006-03-29 0 12 0 0 0 0
"jsep_2008_44_03_beaton_all-in-this" "JESP" 1 2008 2006-08-02 0 7 0 0 0 0
"jsep_2008_44_03_bilgin_temporal-distance-moderates" "JESP" 1 2008 2006-09-13 0 11 0 0 0 0
"jsep_2008_44_03_brinsmead-stockham_female-sexual-orientation" "JESP" 1 2008 2006-09-04 0 3 0 0 0 0
"jsep_2008_44_03_bry_blonde-like-me" "JESP" 1 2008 2007-02-09 0 8 0 0 0 0
"jsep_2008_44_03_castelli_contextual-effects-on" "JESP" 1 2008 2006-04-07 0 17 4 0 23.53 0
"jsep_2008_44_03_chambon_the-effect-of" "JESP" 1 2008 2006-06-15 0 13 0 0 0 0
"jsep_2008_44_03_chow_excluded-emotions-the" "JESP" 1 2008 2007-01-08 0 12 0 0 0 0
"jsep_2008_44_03_clark_unpacking-outcome-dependency" "JESP" 1 2008 2006-08-28 0 23 0 0 0 0
"jsep_2008_44_03_claypool_positive-mood-attribution" "JESP" 1 2008 2006-07-06 0 9 0 0 0 0
"jsep_2008_44_03_crawford_seeing-but-not" "JESP" 1 2008 2007-04-13 0 34 2 0 5.88 0
"jsep_2008_44_03_culloch_inhibition-in-goal" "JESP" 1 2008 2007-04-07 0 9 0 0 0 0
"jsep_2008_44_03_culloch_taking-a-closer" "JESP" 1 2008 2006-03-22 0 24 5 2 20.83 8.33
"jsep_2008_44_03_cury_implicit-theories-and" "JESP" 1 2008 2006-07-22 0 28 0 0 0 0
"jsep_2008_44_03_dehart_drinking-to-regulate" "JESP" 1 2008 2006-08-02 0 3 0 0 0 0
"jsep_2008_44_03_dunn_on-emotional-innumeracy" "JESP" 1 2008 2006-09-29 0 14 1 0 7.14 0
"jsep_2008_44_03_eastwick_mispredicting-distress-following" "JESP" 1 2008 2007-03-23 0 27 2 0 7.41 0
"jsep_2008_44_03_fujita_influencing-attitudes-toward" "JESP" 1 2008 2007-03-08 0 19 0 0 0 0
"jsep_2008_44_03_ginner-sorolla_shame-expressions-reduce" "JESP" 1 2008 2006-12-20 0 22 1 0 4.55 0
"jsep_2008_44_03_green_forgotten-but-not" "JESP" 1 2008 2006-08-02 0 29 9 0 31.03 0
"jsep_2008_44_03_grimm_differential-effects-of" "JESP" 1 2008 2007-04-30 0 15 0 0 0 0
"jsep_2008_44_03_guenther_self-enhancement-and" "JESP" 1 2008 2006-06-23 0 15 4 0 26.67 0
"jsep_2008_44_03_ham_not-fair-for" "JESP" 1 2008 2006-07-05 0 26 1 0 3.85 0
"jsep_2008_44_03_hansen_discrepant-fluency-increases" "JESP" 1 2008 2006-12-20 0 4 0 0 0 0
"jsep_2008_44_03_hayes_evidence-for-the" "JESP" 1 2008 2007-03-01 0 20 0 0 0 0
"jsep_2008_44_03_hutchison_getting-rid-of" "JESP" 1 2008 2006-09-13 0 4 1 0 25 0
"jsep_2008_44_03_imzlicht_the-face-of" "JESP" 1 2008 2006-11-20 0 11 0 0 0 0
"jsep_2008_44_03_kawakami_approaching-math-increases" "JESP" 1 2008 2006-05-19 0 16 2 0 12.5 0
"jsep_2008_44_03_ko_sneaking-in-through" "JESP" 1 2008 2006-08-23 0 14 1 0 7.14 0
"jsep_2008_44_03_krull_smile-when-you" "JESP" 1 2008 2006-08-08 0 15 7 0 46.67 0
"jsep_2008_44_03_langner_social-power-and" "JESP" 1 2008 2006-12-01 0 6 0 0 0 0
"jsep_2008_44_03_latimer_a-field-experiment" "JESP" 1 2008 2007-01-24 0 7 0 0 0 0
"jsep_2008_44_03_lench_automatic-optimism-biased" "JESP" 1 2008 2006-08-28 0 17 0 0 0 0
"jsep_2008_44_03_levitan_the-impact-of" "JESP" 1 2008 2006-01-07 0 1 0 0 0 0
"jsep_2008_44_03_markman_it-would-have" "JESP" 1 2008 2006-09-19 0 17 0 0 0 0
"jsep_2008_44_03_muraven_helpful-self-control" "JESP" 1 2008 2006-09-17 0 75 9 2 12 2.67
"jsep_2008_44_03_platow_authorities-knowledge-of" "JESP" 1 2008 2006-11-01 0 17 0 0 0 0
"jsep_2008_44_03_reinhard_failure-as-an" "JESP" 1 2008 2006-04-19 0 103 5 0 4.85 0
"jsep_2008_44_03_reinhard_verbal-and-nonverbal" "JESP" 1 2008 2006-07-28 0 50 0 0 0 0
"jsep_2008_44_03_scholer_responding-to-negativity" "JESP" 1 2008 2006-09-19 0 2 0 0 0 0
"jsep_2008_44_03_seibt_movement-direction-or" "JESP" 1 2008 2007-01-09 0 12 2 0 16.67 0
"jsep_2008_44_03_summerville_dare-to-compare" "JESP" 1 2008 2006-08-25 0 19 3 0 15.79 0
"jsep_2008_44_03_sutterlin_eye-tracking-the" "JESP" 1 2008 2006-05-08 0 42 6 0 14.29 0
"jsep_2008_44_03_veltkamp_on-the-emergence" "JESP" 1 2008 2006-06-23 0 14 2 0 14.29 0
"jsep_2008_44_03_vick_the-effect-of" "JESP" 1 2008 2005-09-14 0 9 3 1 33.33 11.11
"jsep_2008_44_03_vorauer_unprejudiced-and-self" "JESP" 1 2008 2007-04-27 0 17 0 0 0 0
"jsep_2008_44_03_wheeler_does-self-consciousness" "JESP" 1 2008 2006-10-03 0 14 0 0 0 0
"jsep_2008_44_03_wout_the-many-faces" "JESP" 1 2008 2006-08-19 0 14 2 0 14.29 0
"jsep_2008_44_03_zhang_the-stereotype-rebound" "JESP" 1 2008 2006-01-30 0 24 0 0 0 0
"jsep_2008_44_04_beest_get-angry-get" "JESP" 1 2008 2007-06-01 0 29 11 2 37.93 6.9
"jsep_2008_44_04_bos_on-the-goal" "JESP" 1 2008 2007-12-20 0 7 0 0 0 0
"jsep_2008_44_04_chow_the-two-faces" "JESP" 1 2008 2007-03-06 0 5 1 0 20 0
"jsep_2008_44_04_deutsch_how-subtyping-shapes" "JESP" 1 2008 2007-10-20 0 30 3 0 10 0
"jsep_2008_44_04_eyal_judging-near-and" "JESP" 1 2008 2007-08-14 0 9 1 0 11.11 0
"jsep_2008_44_04_freitas_seeing-oneself-in" "JESP" 1 2008 2008-02-18 0 5 1 0 20 0
"jsep_2008_44_04_gaertner_when-rejection-by" "JESP" 1 2008 2007-02-23 0 25 3 0 12 0
"jsep_2008_44_04_gerend_effects-of-message" "JESP" 1 2008 2007-05-18 0 13 1 0 7.69 0
"jsep_2008_44_04_glasford_intragroup-dissonance-responses" "JESP" 1 2008 2007-03-13 0 33 1 0 3.03 0
"jsep_2008_44_04_halberstadt_carryover-effects-of" "JESP" 1 2008 2006-10-20 0 17 0 0 0 0
"jsep_2008_44_04_janoff-bulman_mapping-moral-motives" "JESP" 1 2008 2007-03-21 0 8 0 0 0 0
"jsep_2008_44_04_jefferis_accessiblity-as-input" "JESP" 1 2008 2007-06-08 0 18 0 0 0 0
"jsep_2008_44_04_jonas_the-path-or" "JESP" 1 2008 2006-10-22 0 15 1 0 6.67 0
"jsep_2008_44_04_krizan_losing-sight-of" "JESP" 1 2008 2006-04-04 0 25 1 0 4 0
"jsep_2008_44_04_likowski_modulation-of-facial" "JESP" 1 2008 2007-03-07 0 14 5 0 35.71 0
"jsep_2008_44_04_martijn_blocked-goals-persistent" "JESP" 1 2008 2007-08-21 0 17 5 3 29.41 17.65
"jsep_2008_44_04_mendoza-denton_can-fixed-views" "JESP" 1 2008 2007-04-27 0 29 6 0 20.69 0
"jsep_2008_44_04_mendoze-denton_gender-stereotypes-as" "JESP" 1 2008 2007-09-19 0 22 4 0 18.18 0
"jsep_2008_44_04_ray_changing-categorization-of" "JESP" 1 2008 2008-02-22 0 4 0 0 0 0
"jsep_2008_44_04_rule_brief-exposures-male" "JESP" 1 2008 2007-01-04 0 34 10 0 29.41 0
"jsep_2008_44_04_sommers_cognitive-effects-of" "JESP" 1 2008 2007-07-21 0 17 0 0 0 0
"jsep_2008_44_04_stathi_imagining-intergroup-contract" "JESP" 1 2008 2007-08-24 0 14 0 0 0 0
"jsep_2008_44_04_strythers_the-effects-of" "JESP" 1 2008 2007-02-06 0 11 2 0 18.18 0
"jsep_2008_44_04_trawalter_lets-talk-about" "JESP" 1 2008 2007-10-20 0 18 0 0 0 0
"jsep_2008_44_04_veling_when-approach-motivation" "JESP" 1 2008 2007-09-03 0 17 0 0 0 0
"jsep_2008_44_04_voss_interpreting-ambiguous-stimuli" "JESP" 1 2008 2007-04-19 0 10 0 0 0 0
"jsep_2008_44_04_wheeler_a-match-made" "JESP" 1 2008 2006-06-20 0 5 0 0 0 0
"jsep_2008_44_04_wichman_immediate-and-delayed" "JESP" 1 2008 2007-08-30 0 7 0 0 0 0
"jsep_2008_44_04_wiekens_the-mirror-and" "JESP" 1 2008 2007-04-16 0 28 1 0 3.57 0
"jsep_2008_44_04_williams_do-people-really" "JESP" 1 2008 2007-08-31 0 9 0 0 0 0
"jsep_2008_44_04_wyer_cognitive-consequences-of" "JESP" 1 2008 2007-07-20 0 30 0 0 0 0
"jsep_2008_44_04_zou_identity-motives-and" "JESP" 1 2008 2007-07-15 0 15 4 1 26.67 6.67
"jsep_2008_44_05_carter_its-not-just" "JESP" 1 2008 2007-07-25 0 21 1 0 4.76 0
"jsep_2008_44_05_chatard_performance-boosts-in" "JESP" 1 2008 2008-02-06 0 6 0 0 0 0
"jsep_2008_44_05_dill_effects-of-exposure" "JESP" 1 2008 2007-08-24 0 6 1 0 16.67 0
"jsep_2008_44_05_donders_danger-stereotypes-predict" "JESP" 1 2008 2007-12-07 0 32 6 0 18.75 0
"jsep_2008_44_05_forgas_on-being-happy" "JESP" 1 2008 2006-09-13 0 13 0 0 0 0
"jsep_2008_44_05_friese_what-would-you" "JESP" 1 2008 2007-07-13 0 30 2 0 6.67 0
"jsep_2008_44_05_gawronski_understanding-patterns-of" "JESP" 1 2008 2007-06-13 0 13 0 0 0 0
"jsep_2008_44_05_gokcel_indispensability-and-group" "JESP" 1 2008 2007-12-20 0 13 0 0 0 0
"jsep_2008_44_05_hutchings_look-black-in" "JESP" 1 2008 2008-12-20 0 8 3 1 37.5 12.5
"jsep_2008_44_05_lammers_looking-through-the" "JESP" 1 2008 2007-09-20 0 47 7 0 14.89 0
"jsep_2008_44_05_lemayjr_youre-just-saying" "JESP" 1 2008 2007-08-01 0 7 0 0 0 0
"jsep_2008_44_05_liviatan_interpersonal-similarity-as" "JESP" 1 2008 2007-06-22 0 49 1 1 2.04 2.04
"jsep_2008_44_05_mcgregor_can-ingroup-affirmation" "JESP" 1 2008 2007-05-24 0 22 0 0 0 0
"jsep_2008_44_05_meier_bringing-out-the" "JESP" 1 2008 2007-06-26 0 4 0 0 0 0
"jsep_2008_44_05_molden_how-preferences-for" "JESP" 1 2008 2006-08-27 0 48 0 0 0 0
"jsep_2008_44_05_mullen_moral-spillovers-the" "JESP" 1 2008 2006-12-30 0 25 3 0 12 0
"jsep_2008_44_05_okimoto_outcomes-as-affirmation" "JESP" 1 2008 2007-02-14 0 68 6 1 8.82 1.47
"jsep_2008_44_05_papies_the-allure-of" "JESP" 1 2008 2006-12-21 0 20 1 0 5 0
"jsep_2008_44_05_prooijen_theegocentric-nature" "JESP" 1 2008 2007-10-04 0 46 0 0 0 0
"jsep_2008_44_05_schnall_social-support-and" "JESP" 1 2008 2007-05-26 0 29 7 0 24.14 0
"jsep_2008_44_05_schul_the-value-of" "JESP" 1 2008 2007-07-05 0 12 1 1 8.33 8.33
"jsep_2008_44_05_teige-mocigemba_automatic-evaluation-strategic" "JESP" 1 2008 2008-02-29 0 9 0 0 0 0
"jsep_2008_44_05_tenney_the-benefits-of" "JESP" 1 2008 2007-12-29 0 19 0 0 0 0
"jsep_2008_44_05_trawalter_attending-to-threat" "JESP" 1 2008 2007-06-18 0 8 2 0 25 0
"jsep_2008_44_05_unkelbach_the-turban-effect" "JESP" 1 2008 2008-02-06 0 15 3 0 20 0
"jsep_2008_44_05_valdesolo_the-duality-of" "JESP" 1 2008 2007-07-02 0 4 2 0 50 0
"jsep_2008_44_06_beike_when-experienced-regret" "JESP" 1 2008 2007-12-19 0 28 3 0 10.71 0
"jsep_2008_44_06_blankenship_elaboration-and-consequences" "JESP" 1 2008 2006-12-21 0 35 4 0 11.43 0
"jsep_2008_44_06_coyne_the-effects-of" "JESP" 1 2008 2008-06-16 0 8 1 1 12.5 12.5
"jsep_2008_44_06_cremer_being-uncertain-about" "JESP" 1 2008 2007-10-09 0 26 3 0 11.54 0
"jsep_2008_44_06_johns_internal-motivation-to" "JESP" 1 2008 2007-06-14 0 12 2 0 16.67 0
"jsep_2008_44_06_johnson_support-for-harmful" "JESP" 1 2008 2007-10-20 0 38 8 0 21.05 0
"jsep_2008_44_06_johnson_the-role-of" "JESP" 1 2008 2007-07-17 0 22 0 0 0 0
"jsep_2008_44_06_kassam_future-anhedonia-and" "JESP" 1 2008 2008-06-19 0 10 0 0 0 0
"jsep_2008_44_06_laurin_on-the-belief" "JESP" 1 2008 2008-06-06 0 8 0 0 0 0
"jsep_2008_44_06_loersch_the-influence-of" "JESP" 1 2008 2008-11-20 0 7 0 0 0 0
"jsep_2008_44_06_mojzisch_social-validation-in" "JESP" 1 2008 2007-12-17 0 45 0 0 0 0
"jsep_2008_44_06_mulder_the-difference-between" "JESP" 1 2008 2007-07-31 0 7 1 1 14.29 14.29
"jsep_2008_44_06_pietroni_emotions-as-strategic" "JESP" 1 2008 2007-10-24 0 25 1 0 4 0
"jsep_2008_44_06_rydell_consequences-of-discrepant" "JESP" 1 2008 2007-10-19 0 27 1 0 3.7 0
"jsep_2008_44_06_sindic_the-instrumental-use" "JESP" 1 2008 2008-01-31 0 1 0 0 0 0
"jsep_2008_44_06_strelan_justice-and-forgiveness" "JESP" 1 2008 2007-11-30 0 21 9 0 42.86 0
"jsep_2008_44_06_thomsen_we-will-hunt" "JESP" 1 2008 2007-10-01 0 10 1 0 10 0
"jsep_2008_44_06_unzueta_defining-racism-safely" "JESP" 1 2008 2008-03-20 0 9 0 0 0 0
"jsep_2008_44_06_zhong_negational-racial-identity" "JESP" 1 2008 2008-07-28 0 1 0 0 0 0
"jsep_2009_45_01_amodio_intergroup-anxiety-effects" "JESP" 1 2009 2008-05-14 0 16 0 0 0 0
"jsep_2009_45_01_batson_pursuing-moral-outrage" "JESP" 1 2009 2008-04-17 0 7 0 0 0 0
"jsep_2009_45_01_beck_offering-more-support" "JESP" 1 2009 2008-04-20 0 11 3 1 27.27 9.09
"jsep_2009_45_01_begue_a-message-in" "JESP" 1 2009 2008-04-24 0 7 0 0 0 0
"jsep_2009_45_01_blatz_principled-ideology-or" "JESP" 1 2009 2008-05-30 0 6 0 0 0 0
"jsep_2009_45_01_brodish_the-role-of" "JESP" 1 2009 2008-01-29 0 18 1 0 5.56 0
"jsep_2009_45_01_callan_foregoing-the-labor" "JESP" 1 2009 2008-06-02 0 2 0 0 0 0
"jsep_2009_45_01_cameron_when-self-disclosure" "JESP" 1 2009 2008-03-14 0 29 0 0 0 0
"jsep_2009_45_01_carlsmith_the-fine-line" "JESP" 1 2009 2008-05-08 0 23 1 0 4.35 0
"jsep_2009_45_01_chambon_embodied-perception-with" "JESP" 1 2009 2008-07-05 0 8 0 0 0 0
"jsep_2009_45_01_chandler_how-extending-your" "JESP" 1 2009 2008-04-22 0 10 0 0 0 0
"jsep_2009_45_01_corneille_beyond-awareness-and" "JESP" 1 2009 2008-06-24 0 5 0 0 0 0
"jsep_2009_45_01_corneille_liking-products-by" "JESP" 1 2009 2008-05-22 0 2 0 0 0 0
"jsep_2009_45_01_crisp_interpersonal-attachment-predicts" "JESP" 1 2009 2007-09-27 0 5 1 0 20 0
"jsep_2009_45_01_denzler_how-goal-fulfillment" "JESP" 1 2009 2007-10-20 0 36 6 0 16.67 0
"jsep_2009_45_01_deutsch_when-the-method" "JESP" 1 2009 2007-07-19 0 35 0 0 0 0
"jsep_2009_45_01_ditto_the-paradox-of" "JESP" 1 2009 2008-09-22 0 6 0 0 0 0
"jsep_2009_45_01_eyal_when-values-matter" "JESP" 1 2009 2008-03-14 0 13 1 1 7.69 7.69
"jsep_2009_45_01_forgas_can-bad-weather" "JESP" 1 2009 2008-04-27 0 8 0 0 0 0
"jsep_2009_45_01_gonsalkorale_bias-and-regulation" "JESP" 1 2009 2008-03-30 0 15 0 0 0 0
"jsep_2009_45_01_greitemeyer_effects-of-songs" "JESP" 1 2009 2007-12-13 0 21 0 0 0 0
"jsep_2009_45_01_hafner_feel-the-difference" "JESP" 1 2009 2008-11-20 0 8 4 2 50 25
"jsep_2009_45_01_harreveld_ambivalence-and-decisional" "JESP" 1 2009 2007-03-09 0 15 4 2 26.67 13.33
"jsep_2009_45_01_hendrix_stressed-out-over" "JESP" 1 2009 2008-11-20 0 19 2 1 10.53 5.26
"jsep_2009_45_01_laham_expanding-the-moral" "JESP" 1 2009 2008-05-13 0 4 0 0 0 0
"jsep_2009_45_01_landau_managing-terror-when" "JESP" 1 2009 2008-01-09 0 23 2 1 8.7 4.35
"jsep_2009_45_01_magee_seeing-power-in" "JESP" 1 2009 2008-01-28 0 36 0 0 0 0
"jsep_2009_45_01_maner_the-implicit-cognitive" "JESP" 1 2009 2008-07-01 0 16 6 1 37.5 6.25
"jsep_2009_45_01_mendoza-denton_ironic-effects-of" "JESP" 1 2009 2008-06-01 0 12 6 0 50 0
"jsep_2009_45_01_miles_who-is-approachable" "JESP" 1 2009 2008-06-23 0 2 0 0 0 0
"jsep_2009_45_01_morrison_group-status-perception" "JESP" 1 2009 2007-04-18 0 17 0 0 0 0
"jsep_2009_45_01_preston_science-and-god" "JESP" 1 2009 2008-05-14 0 6 2 0 33.33 0
"jsep_2009_45_01_sani_perceived-collective-continuity" "JESP" 1 2009 2008-04-30 0 6 0 0 0 0
"jsep_2009_45_01_scheepers_turning-social-identity" "JESP" 1 2009 2008-04-04 0 17 2 0 11.76 0
"jsep_2009_45_01_smeesters_when-do-primes" "JESP" 1 2009 2007-08-03 0 25 1 0 4 0
"jsep_2009_45_01_swaab_sex-differences-in" "JESP" 1 2009 2007-08-28 0 8 2 0 25 0
"jsep_2009_45_01_tormala_beyond-attitude-consensus" "JESP" 1 2009 2008-11-20 0 12 0 0 0 0
"jsep_2009_45_01_weisbuch_self-esteem-depends" "JESP" 1 2009 2007-02-27 0 2 0 0 0 0
"jsep_2009_45_01_when-and-how" "JESP" 1 2009 2007-09-28 0 25 1 0 4 0
"jsep_2009_45_01_yuki_the-primal-warrior" "JESP" 1 2009 2008-06-17 0 20 0 0 0 0
"jsep_2009_45_01_zell_self-evaluative-effects" "JESP" 1 2009 2008-10-20 0 7 0 0 0 0
"jsep_2009_45_01_zhou_the-act-of" "JESP" 1 2009 2007-12-29 0 30 0 0 0 0
"jsep_2009_45_02_bermeitinger_the-hidden-persuaders" "JESP" 1 2009 2007-07-30 0 10 0 0 0 0
"jsep_2009_45_02_bugental_domain-specific-responses" "JESP" 1 2009 2008-01-19 0 10 1 0 10 0
"jsep_2009_45_02_collins_stereotypes-in-the" "JESP" 1 2009 2008-07-08 0 8 1 1 12.5 12.5
"jsep_2009_45_02_dantzig_unconstraining-theories-of" "JESP" 1 2009 2008-03-25 0 7 0 0 0 0
"jsep_2009_45_02_demarree_who-am-i" "JESP" 1 2009 2008-05-16 0 6 0 0 0 0
"jsep_2009_45_02_derrick_social-surrogacy-how" "JESP" 1 2009 2008-05-16 0 43 2 0 4.65 0
"jsep_2009_45_02_flynn_money-cant-buy" "JESP" 1 2009 2008-08-07 0 21 6 0 28.57 0
"jsep_2009_45_02_gonsalkorale_aging-and-prejudice" "JESP" 1 2009 2008-09-08 0 4 2 0 50 0
"jsep_2009_45_02_grumm_changing-explicit-and" "JESP" 1 2009 2008-02-05 0 15 0 0 0 0
"jsep_2009_45_02_hofmann_three-ways-to" "JESP" 1 2009 2008-07-14 0 5 0 0 0 0
"jsep_2009_45_02_iatridis_effects-of-status" "JESP" 1 2009 2007-12-20 0 10 0 0 0 0
"jsep_2009_45_02_kervyn_you-want-to" "JESP" 1 2009 2008-01-25 0 6 0 0 0 0
"jsep_2009_45_02_krieglmeyer_how-attribution-influences" "JESP" 1 2009 2008-05-17 0 9 1 0 11.11 0
"jsep_2009_45_02_logel_the-perils-of" "JESP" 1 2009 2007-12-20 0 61 4 0 6.56 0
"jsep_2009_45_02_lowery_taking-from-those" "JESP" 1 2009 2008-05-23 0 9 1 0 11.11 0
"jsep_2009_45_02_moeller_creating-hostility-and" "JESP" 1 2009 2008-07-09 0 4 0 0 0 0
"jsep_2009_45_02_olson_implicit-learning-of" "JESP" 1 2009 2008-03-17 0 9 0 0 0 0
"jsep_2009_45_02_pereira_from-infra-humanization" "JESP" 1 2009 2008-03-26 0 43 3 0 6.98 0
"jsep_2009_45_02_prooijen_self-construal-level" "JESP" 1 2009 2008-02-25 0 23 0 0 0 0
"jsep_2009_45_03_ackerman_a-pox-on" "JESP" 1 2009 2008-03-31 0 14 0 0 0 0
"jsep_2009_45_03_bongers_self-esteem-regulation" "JESP" 1 2009 2007-11-20 0 52 0 0 0 0
"jsep_2009_45_03_brown_seeing-close-others" "JESP" 1 2009 2008-05-14 0 16 1 1 6.25 6.25
"jsep_2009_45_03_das_how-terrorism-news" "JESP" 1 2009 2008-02-28 0 20 4 0 20 0
"jsep_2009_45_03_dreu_getting-stuck-or" "JESP" 1 2009 2008-01-21 0 34 11 1 32.35 2.94
"jsep_2009_45_03_effron_endorsing-obama-licences" "JESP" 1 2009 2008-12-20 0 11 1 0 9.09 0
"jsep_2009_45_03_fisher_the-impact-of" "JESP" 1 2009 2008-10-06 0 28 8 0 28.57 0
"jsep_2009_45_03_heflick_objectfying-sarah-palin" "JESP" 1 2009 2008-12-20 0 5 1 0 20 0
"jsep_2009_45_03_huntsinger_affective-regulation-of" "JESP" 1 2009 2007-10-18 0 17 2 0 11.76 0
"jsep_2009_45_03_jiang_the-role-of" "JESP" 1 2009 2008-12-29 0 26 4 0 15.38 0
"jsep_2009_45_03_kaiser_the-ironic-consequences" "JESP" 1 2009 2008-12-16 0 4 0 0 0 0
"jsep_2009_45_03_leliveld_understanding-the-influence" "JESP" 1 2009 2007-11-30 0 19 2 0 10.53 0
"jsep_2009_45_03_maass_groups-in-space" "JESP" 1 2009 2007-09-13 0 29 3 2 10.34 6.9
"jsep_2009_45_03_mcguire_a-reanalysis-of" "JESP" 1 2009 2008-05-06 0 9 0 0 0 0
"jsep_2009_45_03_mead_too-tired-to" "JESP" 1 2009 2008-11-03 0 7 1 0 14.29 0
"jsep_2009_45_03_miles_the-rhythm-of" "JESP" 1 2009 2008-11-19 0 8 0 0 0 0
"jsep_2009_45_03_rucker_conspicuous-consumption-versus" "JESP" 1 2009 2008-08-29 0 10 1 0 10 0
"jsep_2009_45_03_uskul_the-culturall-congruency" "JESP" 1 2009 2008-12-20 0 12 0 0 0 0
"jsep_2009_45_04_anderson_causal-effects-of" "JESP" 1 2009 2008-10-01 0 51 0 0 0 0
"jsep_2009_45_04_aronson_the-obama-effect" "JESP" 1 2009 2009-05-07 0 2 0 0 0 0
"jsep_2009_45_04_ashton-james_social-cues-for" "JESP" 1 2009 2008-12-09 0 2 0 0 0 0
"jsep_2009_45_04_aşbrechtsen_can-intuition-improve" "JESP" 1 2009 2009-04-08 0 17 2 1 11.76 5.88
"jsep_2009_45_04_balcetis_claiming-a-moral" "JESP" 1 2009 2008-10-13 0 17 0 0 0 0
"jsep_2009_45_04_bartholow_psychophysiological-evidence-of" "JESP" 1 2009 2008-10-20 0 38 3 1 7.89 2.63
"jsep_2009_45_04_bos_helping-to-over" "JESP" 1 2009 2008-08-27 0 14 1 0 7.14 0
"jsep_2009_45_04_bryan_political-mindset-effects" "JESP" 1 2009 2008-12-20 0 7 0 0 0 0
"jsep_2009_45_04_callan_the-effects-of" "JESP" 1 2009 2008-04-26 0 26 1 0 3.85 0
"jsep_2009_45_04_carr_stereotype-threat-and" "JESP" 1 2009 2008-07-24 0 9 2 0 22.22 0
"jsep_2009_45_04_castelli_the-stereotyper-and" "JESP" 1 2009 2007-10-15 0 14 0 0 0 0
"jsep_2009_45_04_chalabaev_physiological-markers-of" "JESP" 1 2009 2008-10-23 0 4 0 0 0 0
"jsep_2009_45_04_comb_politics-schadenfreude-and" "JESP" 1 2009 2008-07-15 0 20 6 0 30 0
"jsep_2009_45_04_corcoran_a-tool-for" "JESP" 1 2009 2008-09-16 0 3 0 0 0 0
"jsep_2009_45_04_dehart_a-diary-study" "JESP" 1 2009 2007-10-17 0 2 1 0 50 0
"jsep_2009_45_04_dewall_hot-under-the" "JESP" 1 2009 2009-03-31 0 8 1 0 12.5 0
"jsep_2009_45_04_gerend_message-framing-and" "JESP" 1 2009 2008-12-16 0 5 0 0 0 0
"jsep_2009_45_04_gillath_attachment-attention-and" "JESP" 1 2009 2007-12-02 0 14 0 0 0 0
"jsep_2009_45_04_gino_when-misconduct-goes" "JESP" 1 2009 2008-06-20 0 5 0 0 0 0
"jsep_2009_45_04_greitemeyer_prosocial-video-games" "JESP" 1 2009 2008-12-20 0 22 0 0 0 0
"jsep_2009_45_04_handley_when-the-expectations" "JESP" 1 2009 2008-11-20 0 1 0 0 0 0
"jsep_2009_45_04_hilbig_sad-thus-true" "JESP" 1 2009 2008-10-24 0 3 0 0 0 0
"jsep_2009_45_04_hodson_experiencing-alien-nation" "JESP" 1 2009 2008-10-16 0 9 0 0 0 0
"jsep_2009_45_04_huguet_counter-stereotypic-beliefs" "JESP" 1 2009 2008-12-19 0 13 4 0 30.77 0
"jsep_2009_45_04_johnson_solo-status-revisited" "JESP" 1 2009 2008-12-09 0 4 0 0 0 0
"jsep_2009_45_04_kaiser_group-identification-moderates" "JESP" 1 2009 2007-09-19 0 27 1 0 3.7 0
"jsep_2009_45_04_karremans_interacting-with-women" "JESP" 1 2009 2009-03-17 0 6 2 0 33.33 0
"jsep_2009_45_04_kerr_how-many-bad" "JESP" 1 2009 2008-01-23 0 12 0 0 0 0
"jsep_2009_45_04_kray_counterfactual-structure-and" "JESP" 1 2009 2009-01-19 0 6 1 1 16.67 16.67
"jsep_2009_45_04_landau_the-protective-identity" "JESP" 1 2009 2008-05-18 0 28 3 1 10.71 3.57
"jsep_2009_45_04_ma_self-face-advantage" "JESP" 1 2009 2009-04-07 0 6 1 0 16.67 0
"jsep_2009_45_04_maas_an-affective-experiential" "JESP" 1 2009 2008-02-18 0 36 0 0 0 0
"jsep_2009_45_04_macrae_a-matter-of" "JESP" 1 2009 2009-02-03 0 12 0 0 0 0
"jsep_2009_45_04_marx_the-obama-effect" "JESP" 1 2009 2009-01-05 0 10 0 0 0 0
"jsep_2009_45_04_mcconnell_on-the-experience" "JESP" 1 2009 2008-06-25 0 16 3 0 18.75 0
"jsep_2009_45_04_miller_expressing-deviant-opinions" "JESP" 1 2009 2008-02-23 0 2 0 0 0 0
"jsep_2009_45_04_mok_cultural-chameleons-and" "JESP" 1 2009 2009-02-04 0 14 0 0 0 0
"jsep_2009_45_04_moons_i-feel-our" "JESP" 1 2009 2008-10-20 0 13 0 0 0 0
"jsep_2009_45_04_morewedge_bad-riddance-or" "JESP" 1 2009 2008-11-23 0 3 0 0 0 0
"jsep_2009_45_04_nail_threat-causes-liberals" "JESP" 1 2009 2008-07-03 0 9 4 0 44.44 0
"jsep_2009_45_04_newheiser_entitativity-and-prejudice" "JESP" 1 2009 2008-03-15 0 24 0 0 0 0
"jsep_2009_45_04_oishi_residential-mobility-and" "JESP" 1 2009 2008-07-21 0 16 0 0 0 0
